lam,p,Accuracy,Precision,Recall,F1,Accuracy Std,Precision Std,Recall Std,F1 Std
100000,0.01,0.8042957290767904,0.8041503732973994,0.8044882509578152,0.8031279433102447,0.02093706570125816,0.021997350427913433,0.023732205993814516,0.02325252215098716
10000,0.001,0.7980446505608283,0.7985904461634838,0.7977666650110918,0.7969324239831954,0.016427408396631156,0.01758442574841612,0.018746985880376692,0.01811923062119799
100000,0.05,0.7724298964624676,0.7745161044833189,0.7727350722869645,0.7719947523030243,0.017410643919586733,0.018191929901611736,0.01811759872289592,0.01781834398772848
10000,0.005,0.7684976272648835,0.7695242661823085,0.7694475434489869,0.76814375387895,0.021736742829382403,0.022878580095950386,0.02219586995970494,0.02254920990896975
100000,0.1,0.7592903364969801,0.7625802371202213,0.7585830857011463,0.7581348105755286,0.013231716455505029,0.014962200151156424,0.015693897595553154,0.015381291667510653
1000,0.001,0.7487866695427093,0.7489861994097649,0.7481287138892164,0.747603961370547,0.02027660391334272,0.021163686384621433,0.022187861423197397,0.021484344948856177
10000,0.01,0.7435245901639345,0.7448083879676195,0.7438486592126715,0.7428228410277935,0.022756018313707674,0.02308185387392348,0.02442053245408835,0.02348282827846143
10000,0.05,0.7264495254529767,0.7303381486596482,0.7249741014606597,0.7247799508513346,0.019476150616041684,0.020131627864352852,0.021670929748593235,0.021836580443900345
1000,0.005,0.710685936151855,0.7111803123692396,0.7085544426642831,0.7083421221735635,0.021138296992314072,0.023009964639483835,0.022127521893657784,0.021890340364252435
1000,0.01,0.698213977566868,0.6997806406032219,0.695062981229879,0.6952162287627562,0.017788918954911,0.02135478525016147,0.01998593585264175,0.020116262522212935
10000,0.1,0.6929454270923209,0.697412620205798,0.6899612067644587,0.6907775137489061,0.023404042619468546,0.022954732800003,0.02524705989344232,0.02502164556052007
100,0.001,0.6824298964624677,0.6839324489302099,0.6792006968699607,0.6789714726165249,0.02915528661276165,0.0299004274288804,0.0319409424398531,0.03201599586459514
1000,0.05,0.6519132873166523,0.6577720483253264,0.6465055655588479,0.6458240985159913,0.02798998369654945,0.03219773817477814,0.03300197899786171,0.0321530264529922
100,0.005,0.6364732528041415,0.6383687140319678,0.6316541793161171,0.630426500121165,0.022951841806791492,0.025564943133062745,0.02665828956028482,0.026580190498652526
100,0.01,0.6269596635030199,0.6315254865680787,0.620163266483744,0.6186874397521401,0.024982390002462995,0.027001526892624656,0.026606456878423845,0.026417628521294072
1000,0.1,0.6243334771354616,0.6316680798567044,0.6163734323607295,0.6148740967238233,0.03134880431493062,0.028774873051206677,0.03289867298065785,0.03534811092688874
100,0.05,0.5724374460742019,0.5796180903418506,0.5644263880934449,0.5590108360113328,0.02430210336774839,0.024537096829649833,0.021435180741134062,0.02174017541563305
100,0.1,0.5704659188955996,0.5737525551247853,0.5602306796623281,0.5507096237367052,0.025189057057806104,0.019012118712408817,0.019200982814267006,0.023172721802014712
